bioguide_id,first_name,last_name,middle_name,net_worth_estimate,normalized_net_worth,top_holdings,top_traded_sectors,strategy_return,spy_return,strategy_start_date
W000790,Raphael,Warnock,G.,1448989.49,"$1,449,000","Mutual Fund: $2.1M; Bank Deposit: $732.0K; Mutual Funds, ETF/Note: $65.0K",,,,
W000817,Elizabeth,Warren,,7089500.00,"$7,090,000",Mutual Fund: $4.9M; Bank Deposit: $166.0K,,,,
W000797,Debbie,Wasserman Schultz,,553066.47,"$553,000","Real Property: $375.0K; Stock: $99.0K; Bank Accts, Money Market Accts & CDs: $32.5K; IRA (Held in Cash): $8.0K; Exchange Traded Funds (ETF): $8.0K",Information Technology: 38; Financials: 23; Energy: 14; Materials: 12; Health Care: 11,,,
W000187,Maxine,Waters,,3738000.00,"$3,738,000","Real Property: $3.0M; Other: $350.0K; Stock Appreciation Right: $175.0K; Mutual Funds: $140.0K; Bank Accts, Money Market Accts & CDs: $24.5K",,,,
W000822,Bonnie,Watson Coleman,,490500.00,"$490,000","Pensions: $407.5K; Bank Accts, Money Market Accts & CDs: $83.0K",,,,
W000814,Randy,Weber,,852500.00,"$852,000","Real Property: $350.0K; Ownership Interest (Trade or Business): $175.0K; Bank Accts, Money Market Accts & CDs: $175.0K; Mutual Funds: $120.0K; Debts Owed to the Filer: $32.5K",,,,
W000806,Daniel,Webster,,1246000.00,"$1,246,000","Bank Accts, Money Market Accts & CDs: $524.0K; Real Property: $375.0K; Stock (Not Publicly Traded): $175.0K; Mutual Funds: $75.0K; Real Estate Invest. Trust (REIT): $48.5K",Other: 3,,,
W000800,Peter,Welch,,10149434.60,"$10,149,000","Mutual Funds, ETF/Note: $10.4M; Mutual Fund: $4.4M; Bank Deposit: $3.8M; Govt Securities, Municipal Security: $81.0K; Trust, General Trust: $32.5K",Information Technology: 18; Financials: 17; Health Care: 16; Industrials: 15; Consumer Staples: 9,,,
W000821,Bruce,Westerman,,1128530.08,"$1,129,000","Exchange Traded Funds (ETF): $949.0K; Bank Accts, Money Market Accts & CDs: $91.0K; Mutual Funds: $8.0K",Financials: 30; Information Technology: 27; Health Care: 27; Industrials: 22; Energy: 15,,,
W000802,Sheldon,Whitehouse,,24845471.49,"$24,845,000","Corporate Securities, Stock: $16.9M; Mutual Funds, ETF/Note: $2.3M; Mutual Fund: $1.8M; Bank Deposit: $312.5K; Govt Securities, US Treasury/Agency Security: $65.0K",Information Technology: 122; Health Care: 117; Consumer Discretionary: 99; Industrials: 88; Communication Services: 78,,,
W000830,George,Whitesides,T.,35292746.33,"$35,293,000","Mutual Funds: $9.8M; Exchange Traded Funds (ETF): $8.9M; Hedge Funds & Private Equity Funds (EIF): $6.5M; Bank Accts, Money Market Accts & CDs: $4.5M; Stock: $3.9M",Health Care: 6; Financials: 6; Industrials: 6; Communication Services: 3; Consumer Staples: 3,,,
W000437,Roger,Wicker,F.,770450.29,"$770,000","Real Estate, Residential: $375.0K; Corporate Securities, Stock: $223.0K; Mutual Fund: $115.5K; Other Securities: $16.0K; Bank Deposit: $16.0K",Other: 10,,,
W000829,Tony,Wied,,9203500.00,"$9,204,000",Stock: $5.6M; Corporate Securities (Bonds & Notes): $1.6M; Real Property: $925.0K; Govt Securities & Agency Debt: $500.0K; Mutual Funds: $375.0K,Information Technology: 5; Consumer Discretionary: 3; Financials: 2; Communication Services: 1; Consumer Staples: 1,,,
W000788,Nikema,Williams,,164000.00,"$164,000",Mutual Funds: $75.0K; Whole/Universal Insurance: $65.0K; Defined Benefit Pension: $16.0K; Other: $8.0K,,,,
W000816,Roger,Williams,,74638312.56,"$74,638,000",Ownership Interest (Trade or Business): $34.2M; Real Property: $33.0M; Debts Owed to the Filer: $3.8M; Collectibles: $3.0M; Stock: $254.0K,Communication Services: 6; Health Care: 4; Information Technology: 2; Energy: 2; Financials: 1,,,
W000808,Frederica,Wilson,S.,2515000.00,"$2,515,000","Real Property: $1.1M; Bank Accts, Money Market Accts & CDs: $757.5K; Fixed Annuity: $450.0K; Defined Benefit Pension: $75.0K; Other: $75.0K",,,,
W000795,Joe,Wilson,,1600000.00,"$1,600,000",Real Property: $1.6M,,,,
W000804,Robert,Wittman,J.,5577004.10,"$5,577,000",Real Property: $3.2M; Mutual Funds: $971.0K; Stock: $630.0K; Pensions: $350.0K; Exchange Traded Funds (ETF): $307.5K,Health Care: 41; Financials: 28; Consumer Discretionary: 24; Consumer Staples: 21; Information Technology: 20,,,
W000809,Steve,Womack,,365000.00,"$365,000","Real Property: $175.0K; Govt Securities & Agency Debt: $83.0K; Pensions: $75.0K; Bank Accts, Money Market Accts & CDs: $16.0K; Whole/Universal Insurance: $16.0K",Real Estate: 1,,,
W000779,Ron,Wyden,,23198298.45,"$23,198,000","Corporate Securities, Stock: $4.8M; Mutual Fund: $3.9M; Mutual Funds, ETF/Note: $2.0M; Real Estate, Residential: $1.0M; Business Entity, Limited Liability Company (LLC): $750.0K",Information Technology: 90; Consumer Discretionary: 43; Communication Services: 39; Industrials: 26; Consumer Staples: 15,,,
Y000067,Rudy,Yakym,,13844556.52,"$13,845,000","Real Property: $12.7M; Hedge Funds & Private Equity Funds (EIF): $375.0K; Exchange Traded Funds (ETF): $269.5K; Ownership Interest (Trade or Business): $172.0K; Bank Accts, Money Market Accts & CDs: $75.0K",Other: 28,,,
Y000064,Todd,Young,,91000.00,"$91,000","Retirement Plans, Benefit Pension: $75.0K; Bank Deposit: $16.0K",,,,
Z000018,Ryan,Zinke,K.,13673501.00,"$13,674,000","Real Property: $11.2M; Bank Accts, Money Market Accts & CDs: $8.0K; Other: $8.0K",,,,
B000444,Joe,Biden,,,,,,,,
V000137,JD,Vance,,10291578.85,"$10,292,000","Mutual Funds, ETF/Note: $5.0M; Bank Deposit: $872.5K; Business Entity, Limited Partnership (LP): $750.0K; Real Estate, Residential: $750.0K; Mutual Fund: $215.5K",Consumer Staples: 1,,,
H001075,Kamala,Harris,,5561195.87,"$5,561,000","Other Securities: $1.5M; Mutual Funds, ETF/Note: $1.5M; Mutual Fund: $655.5K; Bank Deposit: $464.0K; Retirement Plans, Benefit Pension: $450.0K",,,,
W000831,James,Walkinshaw,Robert,,,,,,,
