bioguide_id,first_name,last_name,middle_name,net_worth_estimate,normalized_net_worth,top_holdings,top_traded_sectors
W000806,Daniel,Webster,,1246000.00,"$1,246,000","Bank Accounts, Money Market Accounts and CDs: $524,000; Real Property: $375,000; Stock (Not Publicly Traded): $175,000; Mutual Funds: $75,000; Real Estate Invest. Trust (REIT): $48,500",Other: 3
W000800,Peter,Welch,,10054018.40,"$10,054,018","Mutual Funds, Exchange Traded Fund/Note: $10,416,000; Mutual Funds, Mutual Fund: $4,386,000; Bank Deposit: $3,774,000; Government Securities, Municipal Security: $81,000; Trust, General Trust: $32,500",Information Technology: 18; Financials: 17; Health Care: 16; Industrials: 15; Consumer Staples: 9
W000821,Bruce,Westerman,,1102833.95,"$1,102,834","Exchange Traded Funds (ETF): $949,000; Bank Accounts, Money Market Accounts and CDs: $91,000; Mutual Funds: $8,000",Financials: 30; Information Technology: 27; Health Care: 27; Industrials: 22; Energy: 15
W000802,Sheldon,Whitehouse,,24659584.02,"$24,659,584","Corporate Securities, Stock: $16,880,000; Mutual Funds, Exchange Traded Fund/Note: $2,255,000; Mutual Funds, Mutual Fund: $1,816,500; Bank Deposit: $312,500; Government Securities, US Treasury/Agency Security: $65,000",Information Technology: 121; Health Care: 117; Consumer Discretionary: 99; Industrials: 88; Communication Services: 78
W000830,George,Whitesides,T.,35056013.62,"$35,056,014","Mutual Funds: $9,831,000; Exchange Traded Funds (ETF): $8,867,000; Hedge Funds & Private Equity Funds (EIF): $6,457,500; Bank Accounts, Money Market Accounts and CDs: $4,481,500; Stock: $3,876,000",Health Care: 6; Financials: 6; Industrials: 6; Communication Services: 3; Consumer Staples: 3
W000437,Roger,Wicker,F.,756435.86,"$756,436","Real Estate, Residential: $375,000; Corporate Securities, Stock: $223,000; Mutual Funds, Mutual Fund: $115,500; Bank Deposit: $16,000; Other Securities: $16,000",Other: 10
W000829,Tony,Wied,,9203500.00,"$9,203,500","Stock: $5,648,000; Corporate Securities (Bonds and Notes): $1,650,000; Real Property: $925,000; Government Securities and Agency Debt: $500,000; Mutual Funds: $375,000",Information Technology: 3; Financials: 1; Consumer Staples: 1; Consumer Discretionary: 1
W000788,Nikema,Williams,,164000.00,"$164,000","Mutual Funds: $75,000; Whole/Universal Insurance: $65,000; Defined Benefit Pension: $16,000; Other: $8,000",
W000816,Roger,Williams,,74634967.35,"$74,634,967","Ownership Interest (Engaged in a Trade or Business): $34,167,000; Real Property: $33,000,000; Debts Owed to the Filer: $3,750,000; Collectibles: $3,000,000; Stock: $254,000",Communication Services: 6; Health Care: 4; Information Technology: 2; Energy: 2; Financials: 1
W000808,Frederica,Wilson,S.,2515000.00,"$2,515,000","Real Property: $1,125,000; Bank Accounts, Money Market Accounts and CDs: $757,500; Fixed Annuity: $450,000; Other: $75,000; Defined Benefit Pension: $75,000",
W000795,Joe,Wilson,,1600000.00,"$1,600,000","Real Property: $1,600,000",
W000804,Robert,Wittman,J.,5568098.34,"$5,568,098","Real Property: $3,175,000; Mutual Funds: $971,000; Stock: $630,000; Pensions: $350,000; Exchange Traded Funds (ETF): $307,500",Health Care: 41; Financials: 28; Consumer Discretionary: 24; Consumer Staples: 21; Information Technology: 20
W000809,Steve,Womack,,365000.00,"$365,000","Real Property: $175,000; Government Securities and Agency Debt: $83,000; Pensions: $75,000; Bank Accounts, Money Market Accounts and CDs: $16,000; Whole/Universal Insurance: $16,000",Real Estate: 1
W000779,Ron,Wyden,,22752400.55,"$22,752,401","Corporate Securities, Stock: $4,803,500; Mutual Funds, Mutual Fund: $3,886,500; Mutual Funds, Exchange Traded Fund/Note: $2,042,500; Real Estate, Residential: $1,032,500; Business Entity, Limited Liability Company (LLC): $750,000",Information Technology: 90; Consumer Discretionary: 43; Communication Services: 39; Industrials: 26; Consumer Staples: 15
Y000067,Rudy,Yakym,,13838559.13,"$13,838,559","Real Property: $12,738,000; Hedge Funds & Private Equity Funds (EIF): $375,000; Exchange Traded Funds (ETF): $269,500; Ownership Interest (Engaged in a Trade or Business): $172,000; Bank Accounts, Money Market Accounts and CDs: $75,000",Other: 28
Y000064,Todd,Young,,91000.00,"$91,000","Retirement Plans, Defined Benefit Pension Plan: $75,000; Bank Deposit: $16,000",
Z000018,Ryan,Zinke,K.,13673501.00,"$13,673,501","Real Property: $11,207,501; Other: $8,000; Bank Accounts, Money Market Accounts and CDs: $8,000",
B000444,Joe,Biden,,,,,
V000137,JD,Vance,,10085532.66,"$10,085,533","Mutual Funds, Exchange Traded Fund/Note: $4,957,500; Bank Deposit: $872,500; Business Entity, Limited Partnership (LP): $750,000; Real Estate, Residential: $750,000; Mutual Funds, Mutual Fund: $215,500",Consumer Staples: 1
H001075,Kamala,Harris,,5520461.19,"$5,520,461","Other Securities: $1,500,000; Mutual Funds, Exchange Traded Fund/Note: $1,478,000; Mutual Funds, Mutual Fund: $655,500; Bank Deposit: $464,000; Retirement Plans, Defined Benefit Pension Plan: $450,000",
W000831,James,Walkinshaw,Robert,,,,
