cadidate name,fec_id,party,state
"PUFFETT, JODY MARIE",H4IA02091,UN,IA
"ANDERSON, QUINCI",P40017485,REP,CA
"BURGESS, MICHAEL C. DR.",H2TX26093,REP,TX
"CROCKETT, JASMINE",H2TX30178,DEM,TX
"CARTER, JOHN R REP.",H2TX31044,REP,TX
"COLLINS, MICHAEL A JR",H4GA10071,REP,GA
"LOUDERMILK, BARRY",H4GA11061,REP,GA
"FERREIRA, FRANK",S4CA00621,IND,CA
"MURPHY, WILLIAM",H4NY03093,DEM,NY
"AFRICACANA, QUINCI",P40017493,REP,CA
"TORSANNNNANNA, QUINCI",P40017535,REP,CA
"BRAZIL, QUINCI",P40017543,REP,CA
"FRANCO, QUINCI",P40017501,REP,CA
"CANADA, QUINCI",P40017550,REP,CA
"DOT, QUINCI",P40017568,REP,CA
"TEDASTAIN, QUINCI",P40017519,REP,CA
"QUINCI PRYCE, MULTIMILLIONAIRE PRESIDE",P40017295,REP,CA
"QUINCI PRYCE, B MULTIILLIONAIRE PRESID",P40017303,REP,CA
"OCTOBER, PRESIDENT QUINCI PRYCE",P40017311,REP,CA
"JEWISH FOUNDATION, PRESIDENT QUINCI PR",P40017329,REP,CA
"QUINCI PRYCE, JEWISH DIRTBIKE PRESIDEN",P40017337,REP,CA
"LLANES, ANTHONY",P40015323,DEM,NY
"LONG BEACH, PRESIDENT QUINCI PRYCE",P40017345,REP,CA
"DESTIN, JOSEPH JAMES",S2NV00340,NPA,NV
"GILLESPIE, NEIL J.",P60022993,UN,FL
"LEAPHART, KELVIN",H4TX26115,DEM,TX
"SAPRAICONE, MICHAEL",H4NY03184,REP,NY
"JONES, GIAN",H4NY04174,DEM,NY
"CHOU, JOSEPH",H4NY06047,REP,NY
"KLACIK, KIMBERLY",H0MD07197,REP,MD
"ANDERSON, DIANE",H4WI01171,DEM,WI
"MORMAN, QUINCI",P40017576,REP,CA
"CORRIGAN, KYLE",S4WI00249,REP,WI
"DAHAN, LIZ",H4FL13242,DEM,FL
"THORN, CHRISTOPHER THOMAS MR.",P40018814,IND,PA
"SNYDER, MICHAEL",P40018830,REP,NY
"TOMASETTI, BRANDI",S4PA00303,REP,PA
"SEARCY, RYAN SCOTT",S4WA00615,REP,WA
"ANDERSON, DR. JOSEPH EDWARD PASTOR",P40015364,REP,CA
"PRINCESS, OAWLAWOLWAOL",P00017038,DEM,KY
"MILLER-JAMISON, LATOWYA",P00017392,IND,SC
"CORTESE, PHILIP",P00017467,UNK,NY
"PIERCE, DOUGLAS HOWARD",S6CA00790,DEM,CA
"SCHAEFER, TODD",H4FL04068,W,FL
"SMITH, ANDREW SCOTT MR.",H4MS02209,REP,MS
"ABRAMSON, MAX",H4NH00013,REP,NH
"ALWALAH, JENN A",H4PA07142,DEM,PA
"MAYES, LESLIE ANN",P40018640,NPA,IN
"BISWAS, MITA",S4MO00292,DEM,MO
"YOUNG, W. C.",S4MO00300,LIB,MO
"SATARI, ABDUL M",S4CA00860,IND,CA
"MAWRI, NADA",P40018665,NPA,MI
"PRASCAK, MARK RICHARD",P40015331,DEM,PA
"AKERS, BIKERBOB MR.",P40018673,IND,WA
"AYERS, SCOTT ALAN",P40015224,GOP,IL
"SOARES, ABILIO VIVEIROS",P40018681,OTH,MA
"DORRIS, DALE WILLIAM MR. II",H0IN09161,DEM,IN
"MOORE, RODNEY R.",H2GA03153,DEM,GA
"MCCLAIN, LISA",H0MI10287,REP,MI
"HOLLIE, DERRICK J. MR.",H4VA04082,REP,VA
"FISCHBACH, MICHELLE",H0MN07091,REP,MN
"POHLMAN, EMMA JANE",S2HI00205,GRE,HI
"LOGAN, DEREK AUSTIN",S4MN00528,DEM,MN
"HAFNER, ERIC",H4AK00164,DEM,SD
"BROOKS, ROCHELLE-MARETTA",P40020067,IND,NY
"PATTERSON, KENNETH EUGENE-A",P40019606,,MO
"ROSS, DEBORAH",H0NC02125,DEM,NC
"SWAIN, ALAN D",H0NC02158,REP,NC
"HUIZENGA, WILLIAM P",H0MI02094,REP,MI
"MOORE, ARIADNE TAIGE MS",P40013179,W,WV
"SHAFFORD, KAREN ELAINE",P40013187,REP,AK
"KRYZENSKE, ERIC",P40013195,NON,WI
"MORINI, MICHAEL",P40013203,W,MD
"HUHN, DOUGLAS JOSEPH MR JR",H4CA03120,DEM,CA
"WENTWORTH, DAWN",P40013328,REP,CA
"CLYDE, ANDREW",H0GA09246,REP,GA
"FEENSTRA, RANDALL",H0IA04145,REP,IA
"QUIGLEY, MIKE",H0IL05096,DEM,IL
"MARTIN, PAUL WALTER",H4WA09103,REP,WA
"GRAYSON, RICHARD",H4ND01036,OTH,AZ
"CARR, MARYANN",H4NY17150,DEM,CA
"HODGE, CHARLES JUNIOR",P60005584,IND,CA
"SMITH YOUNG, RONALD PRYCE",P40017956,REP,CA
"RILEY, PAUL",H4VA05063,DEM,VA
"MEEKS MILOJEVICH, JANAI",H4CA01223,DEM,CA
"EVANS, JERRY",H0IL14213,REP,IL
"MRVAN, FRANK J.",H0IN01150,DEM,IN
"MANN, TRACEY ROBERT",H0KS01123,REP,KS
"ROGERS, HAROLD DALLAS",H0KY05015,REP,KY
"GREENSTEIN, MARK STEWART MR",P40013336,DEM,CT
"BONO, PETER JOSEPH MR",H4CO50010,IND,CA
"JULE, ALEXANDER",P40013344,NNE,AZ
"REYNOSO, LUIS",H4CA14127,REP,CA
"SMITH, ROBERT WENDELL",P40013211,IND,VA
"CASTRO, JOAQUIN",H2TX35011,DEM,TX
"CASAR, GREG",H2TX35144,DEM,TX
"KOHLER, BRAD J MR",H4MN03134,REP,MN
"NADELL, BRIAN",H4NV03217,REP,NV
"SINGH, HIRSH",P40014607,REP,NJ
"ZINN, STACY",H4MT02106,REP,MT
"STOUT, ANNA MARIE",H4CO03332,DEM,CO
"FOGG, RAYMOND KENO DJ JR",P40015422,IND,TX
"HILL, KYLE",H4NY01170,DEM,NY
"FULKERSON, HEATH VINCENT",P40015430,IND,NV
"LUBIN, ROB",H4NY02087,DEM,NY
"MCCORMICK, RICHARD DEAN DR.",H0GA07273,REP,GA
"SCOTT, JAMES AUSTIN",H0GA08099,REP,GA
"BARR, GARLAND ANDY",H0KY06104,REP,KY
"SCALISE, STEVE MR",H0LA01087,REP,LA
"AUCHINCLOSS, JAKE",H0MA04192,DEM,MA
"KEATING, WILLIAM R",H0MA10082,DEM,MA
"QUINCI PRYCE, TARGET PRESIDENT",P40017352,REP,CA
"PRYCE, COMPUTER PRESIDENT QUINCI",P40017360,REP,CA
"QUINCI PRYCE, MALIBU BEACH HOUSE PRESI",P40017378,REP,CA
"YOUNG KING, PRESIDENT QUINCI PRYCE",P40017386,REP,CA
"PRESIDENT QUINCI PRYCE, HIGH ENERGY PH",P40017394,REP,CA
"MATHEMATICIAN, PRESIDENT QUINCI PRYCE",P40017402,REP,CA
"PRYCE, MATHEMATICIAN QUINCI",P40017410,REP,CA
"JD CLAREMONT OFFICE, QUINCI PRYCE",P40017428,REP,CA
"WOODMEN, PRESIDENT HATTIE",P40017436,REP,LA
"WOODMEN, QUINCI",P40017444,REP,CA
"PRYCE, PRESIDENT GEORGE",P40017451,REP,LA
"HORST, DUSTIN JAMES",P40013021,IND,IA
"MURPHY, GREGORY FRANCIS DR.",H0NC03172,REP,NC
"NEARY, PATRICK J MR.",P40013047,IND,PA
"SEIDEL, FLORY LOUIS DR.",P40013054,REP,NJ
"ROSALES, MIGUEL",P40013062,DTS,NM
"KUSTER, ANN MCLANE",H0NH02181,DEM,NH
"OKUBO, CHRISTOPHER T",S4NV00361,LIB,NV
"KEAN, THOMAS H. JR.",H0NJ07261,REP,NJ
"WILLIAMS, ROGER",H2TX33040,REP,TX
"KWASNY, ROBERT JOSEPH",S4NM00217,REP,NM
"TONGRIT-GREEN, SHUAA",H4MN05121,DFL,MN
"FARMS, WILLIAM",H4OH06157,IND,OH
"KUSTOFF, DAVID",H2TN07103,REP,TN
"HURTADO, MELISSA",H4CA22120,DEM,CA
"JEFFERSON, JRMAR",H2TX01146,LIB,TX
"BOBBITT, DANA",S4CA00597,IND,CA
"SESSIONS, PETE",H2TX03126,REP,TX
"ADAMS EDWARDS, RACHEL AZELL DR.",P40013443,OTH,TX
"BAX, TIMOTHY",P40013450,US,MI
"CHAVEZ, RICK (NMI) DR.",P40013484,DEM,CA
"BURTON, PAUL THOMAS",H4AZ01236,REP,AZ
"MORALES, ROBERT",H4NC02168,REP,NC
"NIGRO, JOSEPH ANTHONY IV",P40015232,IND,MO
"MOORE, BRANDY",P40015257,NPA,AL
"BUCCO, CARMEN",H4NJ10135,REP,NJ
"LANGSTON-VALENZUELA, NATIA",P40013237,IND,CA
"SELKE, CHRISTOPHER ALAN",P40013245,AIP,CT
"WHITE, MARTIN AUSTIN",P40013252,NPA,WA
"JAKUBOWSKI, MICHELE LYNN",P40013278,REP,NM
"LAOTIAN NORDSTROM, QUINCI PRYCE",P40017469,REP,CA
"LAOTIAN BRITISH, PRESIDENT QUINCI PRYC",P40017477,REP,CA
"SKUDLAREK, JADEN JOSEPH MR",H4CT04171,IND,CT
"INGRAM, DENARD",S2CA00989,DEM,CA
"EDWARDS, JOSHUA",H4TX14103,REP,TX
"JENSEN, TYRONE",H4UT02361,REP,UT
"MARCINIAK, JERIMIAH",P40016537,NPA,CA
"BRADLEY, JAMES",P40016545,IND,CA
"WESSELS, HERMANN JOSEPH MR. JR",H4OH02222,DEM,OH
"HEALY, PHILIP MARK MR",H4SC03178,REP,SC
"STUART, DOUGLAS B",S4OH00226,REP,OH
"TCHENKO, THIERRY",S4TX00706,DEM,TX
"SRIVASTAVA, SANDEEP KUMAR",H2TX03274,DEM,TX
"WEBER, RANDY",H2TX14149,REP,TX
"CUELLAR, HENRY R.",H2TX23082,DEM,TX
"EPPLER, SAM",H2TX24197,DEM,TX
"TAYLOR, BROOKE",H2VA10265,REP,VA
"CLANCY, MIKE",H2VA11206,REP,VA
"PLASKETT, STACEY",H2VI00082,DEM,VI
"PEREZ, JOSEPH",S2MD00594,DEM,MD
"GRIFFIN, SCOTTIE",S2MD00628,DEM,MD
"WILDMAN, ANDREW JAYE",S2MD00651,DEM,MD
"GWYNN, THEODORE JOSEPH",H4OR03143,DEM,OR
"BUFORD, JOHNNY DUANE",P40020901,IND,LA
"PRYCE, SWEETHEART PRESIDENT QUINCI",P40017261,REP,CA
"PRYCE, MARRIED FUN QUINCI",P40017279,REP,CA
"QUINCI PRYCE, ALL FIFTHY STATES VOTED ",P40017287,REP,CA
"QUINCI PRYCE, SUPREME COURT JUDGE",P40017238,REP,CA
"PRYCE, SUPREME PRESIDENT QUINCI",P40017246,REP,CA
"PRYCE, REPUBLICAN QUINCI",P40017253,REP,CA
"COYNE III, JOHN FRANCIS",P40015034,DEM,GA
"MAXWELL, MARY",P40016453,REP,NH
"SNIDER, TED",P40014383,REP,TX
"DREWERY, ELLIS",P00011155,IND,CA
"MONARCH, EDDIE",P40018871,AME,OK
"VEASEY, MARC ALLISON",H2TX33073,DEM,TX
"BECKSTROM, BRYCE",H4AZ01277,UN,AZ
"KEIVAULQE AUTIAMEINEIRE, FEPBRINA ESTR",S2CA00922,OTH,CA
"WIELAND, JACOB J MR.",H4IA02075,DEM,IA
"AGBEDE, AKINYEMI",S6CA00634,DEM,CA
"FENNELL, JEREMY",S4CA00449,DEM,CA
"SLATER, ROBERT",H4TX18179,DEM,TX
"CELATA, ANTHONY PATRICK MR.",H4MA01083,NPA,MA
"KAPLAN, KENNETH R",S2NJ00437,LIB,NJ
"KUNIANSKY, JOANNE",S4NJ00144,OTH,NJ
"STOVALL, ALEX",H2AZ09142,REP,AZ
"PATWARDHAN, NIKET",H4CA04136,NOP,CA
"HASAN, SYED",H4MA03105,REP,MA
"JACOBS, MARK DUANE",P40010571,REP,UT
"LIND, THEODORE EMORY THE NOBLE",P40018376,IND,CO
"HAWKINS, HOWIE",P00012211,OTH,NY
"BARTELKIN, JACQUES FRANCIS WRIGHT REV.",P40018384,REP,CA
"LEMON, MICHAEL",P40013260,CRV,GA
"MARSTERS, WILLIAM",P40014805,IND,FL
"LLOYD, JUNE LA'GAY",P60004991,IND,TX
"COLE, AARON MATTHEW",H4IN09148,DEM,IN
"REYES, MARCOS ANTONIO",H4FL28034,DEM,FL
"FERA, WILLIAM ANTHONY SIR IV",P40011017,COM,PA
"MISER, MICHELLE A MRS.",P40011025,IND,MO
"MERRELL D.V.M., SCOTT PETERSON",P40014318,REP,CT
"REID, JOE",H4TN06218,REP,TN
"GADDIS, STEPHANIE",H4FL06048,REP,MO
"HUGHES, ROGER LEE MR",P40011009,REP,UT
"GOLLAHER, GEORGE",P40013930,REP,TX
"ALVAREZ, ANDREW RUBEN",H2TX22134,REP,TX
"LAWLER, ROXANNE ELIZABETH MS",S4CA00548,REP,CA
"HORN, MADISON",H4OK05199,DEM,OK
"ABBITT, DAVE",H4CA32152,DEM,CA
"GROVES, RALPH",H4FL11089,LIB,FL
"MCMURRER, ROBERT",P40012932,IDP,IN
"BURLISON, HEATHER",H4TX24177,REP,TX
"JACKSON, TIMOTHY PAUL JR",P40012874,AIC,MD
"EVERETT, ANDREW L MR",P40012882,REP,PA
"HUNSAKER, CLAYTON",H4UT03294,REP,UT
"GREEN, BRADLEY GARTH",H4UT02338,LIB,UT
"MYERS, PERRY T",H4UT02346,UN,UT
"PETERSON, JONATHAN LARELE",H4UT02353,W,UT
"ESKELSON, AMANDA CATHERINE",P40014029,DEM,MN
"HALL JR, ADRIAN MAURICE",P40014060,DEM,NC
"GREGORS, DAVID",H4GA02086,LIB,GA
"HOLMAN, SERRICE MS.",P40011041,REP,NY
"BUCK, KENNETH R",H4CO04090,REP,CO
"JACKSON, WILLIAM G GEN BINARY III",P40011058,IND,KY
"SPARKS, JACK",P40011066,REP,TX
"ODOM, WANDA CAROL",P40019432,REP,NC
"CHISHOLM, CHRISTINE MARIA",P40019440,IND,NC
"HARMON, DECEMBER L",S4MO00268,DEM,MO
"ARCEO, MIGUEL ANGEL",H4CA23193,DEM,CA
"TIMOTHEE, AMOS",P40014656,REP,FL
"STEIN, JILL",P20003984,GRE,ME
"KOK, JAN",H0CO01177,OTH,CO
"FIORINO, PAUL NOEL",H0CO01193,OTH,CO
"MILTON, CHRISTOPHER",H0CO03173,OTH,CO
"KITTLESON, JOHN C.",H2CO01249,LIB,CO
"KENT, GAYLON",H2CO03153,LIB,CO
"TEKLAY, WISDOM ZERIT DR",H4TN01169,OTH,TN
"HEMPHILL, EMMANUEL ANTOINE",P40015737,IND,TX
"SIMON FOR CONGRESS, LAKEISHA",H4TX07107,DEM,TX
"TEKLAY, WISDOM ZERIT DR",P40011140,OTH,TN
"TEKLAY, WISDOM ZERIT DR",S4TN00518,OTH,TN
"RAMIREZ-FORT, MARIGDALIA KALETH DR.",H4PR01028,NPP,PR
"FARMS, WILLIAM",P40011157,DEM,OH
"BRAVO, PAUL ALEXANDER",P40011165,REP,FL
"RESSLER, CLAYTON CHARLES",P40011124,IND,TX
"MARTINEZ, RENEE SIMENONA",S4CA00779,NNE,CA
"MARTINEZ, RENEE SIMENONA",S4CA00787,NNE,CA
"BUCHMAN, JOSEPH",H8UT03352,UN,UT
"OLSON, CHARLES LEE MR. JR",P40015505,NNE,TX
"STAUFFER, SCOTT WESLEY",P60009388,REP,MD
"LARA, ROYLAND",H4FL28026,REP,FL
"ADAMS, LINCOLN CHAMBERS",P40011090,REP,IN
"JENNINGS, TONYA MICHELLE MISS",P40011108,PAC,TN
"JALIS, MUSA",H4CA10083,REP,CA
"NYTES, AARON",H4WI03177,DEM,MA
"SNOW, SALEM",H0PA02091,DEM,PA
"LYMAN NABORS, KRISTIN ANNE",H4MD03131,DEM,MD
"ALVAREZ, SIMON MARK",H4AL02105,REP,AL
"CARMICHAEL, ADAM J",H4CA37086,DEM,CA
"CHU, WEIMING DAVID DR. MD",H4CA47176,REP,CA
"FRAZEY, BRUCE",H4NV04124,REP,NV
"KRAFT, RYAN",P40018566,DEM,OR
"HARTFORD, JAMES SHELDEN",P40018657,NON,OK
"LANG, TRAVIS KEITH",P40010647,REP,SC
"STONE, HEATHER LYNN",P40015497,IND,IL
"HUCKABEE, MICHAEL WAYNE",H4CA30313,REP,CA
"SHARPE, DEBORAH",P40013773,DEM,CA
"EBBE, CHRISTOPHER",P40015067,IND,FL
"KELLEY, STEVEN D",P40016065,NPA,CA
"MCCAFFREE, MIKE",H4MO04179,DEM,MO
"CONYERS, JOHN",H2MI13261,DEM,MI
"SNIDER, MESSIAH MARTY ERRIN",P40012239,OTH,AZ
"MAY, JAMES ANTHONY",H4FL05115,REP,FL
"THOMPSON, SYLVANIA",P40014409,IND,FL
"NORBER, DANIEL",H4NY03200,REP,NY
"HARRISON, LEONARD R",H4NC04123,REP,NC
"LOBO-BLANCO, GABRIEL STUART",S4UT00183,REP,UT
"JONES, TONY",P40011652,REF,RI
"BEATTY, STANLEY CLINT",P40011660,REP,TX
"CHANG, MARK",H4MD03222,DEM,MD
"ISSA, ALLEN",H4PA07126,REP,PA
"JANULEWICZ, MICHAEL JAMES",S4NE00181,DEM,NE
"BYRD, JUSTIN MR",P40013070,REP,CO
"WHITE, MARY AMANDA",H4GA14024,DEM,GA
"JOHNSON, RON MR",H4PA64010,CON,PA
"JORDAN, ROBERT",P20003349,DEM,CA
"CASEY, RICHARD JAMES",P40013153,NPA,AZ
"SUOZZI, THOMAS",H6NY03247,DEM,NY
"OWEN, BRIAN MATTHEW",P40012908,DEM,IN
"PARK, SAE HOON",P40012916,DEM,NY
"VELEZ, PEDRO J",P40012924,DEM,NJ
"FELAN, KIMBERLY ANN MRS",H4PA14064,DEM,PA
"PARKER, JANET",P40011496,NPA,MI
"SIGNORELLO, JOSEPH III",H4NJ07115,DEM,NJ
"WHITE, KIAMBO UKURI",H4MD06381,DEM,MD
"HENSEL, BENTLEY FOSTER",H4VA08406,IND,VA
"ESTRADA, RAFAEL",H4IL17085,REP,IL
"PAPPENHEIM, JOHN JOSEPH",S4CA00563,REP,CA
"TURNER, DEANGELO",P40014482,NNE,OR
"JEWELL SR, EDWARD CARLTON",P40012585,IND,IN
"KANT (NICKNAME 'PALA'), PAULA JEAN",P40018574,N,CA
"GALLAGHER, MICHAEL JOHN",H6WI08155,REP,WI
"BECKETT, CHRISTOPHER",S0AZ00442,W,AZ
"RODRIGUEZ, BENJAMIN",S0AZ00491,W,AZ
"BOZIC, DAVID",S2AZ00448,W,AZ
"SEVERINO, KAI",P40015513,NPA,CA
"SEVERINO, KAI",P40015521,NPA,CA
"CAIN, BRIAN LEE MR II",P40015539,NON,IN
"WOODRING, NATHAN LE ROY",H4AL01248,REP,AL
"SMITH, ALEXANDER CHATFIELD",P40016040,REP,FL
"ODOM, CHESTER LEE",P40016057,REP,AL
"CORNEJO, GABRIEL",P40016115,DEM,NV
"CLEGG, FREDERICK JAMES",P40016123,LIB,CA
"STEVENSON, ERIC MR",H4NC01145,REP,NC
"BOCANEGRA, JOSHUA",S4CA00456,DEM,CA
"ANDERSON, PAUL KEVIN",S4CA00571,GRE,CA
"FRANKLIN, CARSON HENRY MR. JR",S4CA00423,DEM,CA
"WAFF, STANLEY",P40015935,REP,WY
"RESENDEZ, JESSICA SERENE",S4CA00381,DEM,CA
"WALLACE, TJ",S4VA00288,DEM,VA
"BLUE, JASMINE",H4TX09137,DEM,TX
"FOXINGTON, DIANE",S4CA00472,DEM,CA
"SIMMONS, IFETAYO",H4TX09145,DEM,TX
"HARSHAW, ALBERT",P40011538,REP,NJ
"ANDERSON, TERRELL",H2AL02158,DEM,AL
"GRIESI, ELLEN MARIE MRS",P40015919,OTH,AR
"HALFHILL, ADAM",P40015927,IND,PA
"CAMBRIDGE, EBAN",P40015943,DEM,CA
"ROSS, THOMAS ERNEST JR.",P40015950,IND,CO
"YOUNG, VIRGINIA",S4SC00398,W,SC
"TREIBERT, JAMES",H8CO04141,W,CO
"HARP, SUZANNE CASSIMATIS",H4TX03130,REP,TX
"ESPINDOLA, LUIS ALBERTO",H4TX27097,REP,TX
"MALLOY, GERALD",S2VT00292,REP,VT
"ATKINSON, ERIC",P40010845,IND,FL
"BARRELLA, ALEX",P40010852,IND,VA
"ZIEG, VICTORIA DAWN",P40010860,DEM,OK
"RODRIGUEZ, JOANNA",P40010878,NNE,CA
"JENNINGS, TONYA MICHELLE MISS",P40010886,PPP,TN
"SAUNDERS, GREGORY",S4WA00573,REP,WA
"WALLACE, WILLIAM",P40012775,IND,AL
"UVALLE, EDUARDO",P00011858,NNE,IL
"ASHLEY, ANDREW",P40012833,IND,FL
"SOSINSKI, JOE",S4CA00878,IND,CA
"JONES, JULIE",P40012254,DEM,DC
"CRABB, VINCENT DARRELL",H4TX25208,REP,TX
"SAWYER, BRADLEY ARTHUR",P40013468,NNE,HI
"MCNEIL SR, ANDRE RAMON",P40015265,,MO
"BURLISON II, ROBERT DEAN",P40015273,,IL
"ACEVEDO DIAZ PARES MIRANDA, VANDERELMO",P40011769,STA,PR
"TANNER, SUZZANNA V",P40011777,IND,WA
"SEMBOWER, GREG LITMAN MR.",P40011785,REP,AZ
"LAPIERRE, MICHAEL",H2SC04139,REP,SC
"JAMES, BRYAN",P40011801,DEM,NC
"RUTHERFORD, SAMUEL MR",S4MO00243,DEM,MO
"WHARTON, SARAH",H4AZ01269,IND,AZ
"TRAMPOSCH DI GENOVA, TRISTA",P40016594,DEM,AZ
"RAMOS, BEATRICE",P40016602,DEM,NY
"OLIVIERI, JANETT",P40016685,UNK,CT
"LESTER, ROBERT CHRISTOPHER MR",P40019457,IND,AL
"WITTROCK, QUENTIN",H4MN03126,REP,MN
"CHUKWU, NNAETOO SIR",P40019473,IND,DC
"ASHTON, JOSEPH M",P40019465,IDP,LA
"MAHAFFY, ERIC STEVEN",H4WA10051,DEM,WA
"MATTELIN, CAITLIN RAE DRAPER",H4AR03065,DEM,AR
"HOOD, MICHAEL",P40011546,IND,MS
"HULL, CHRISTOPHER DENNIS MR",P40010902,UN,TX
"STOLL, MICHAEL CHARLES MR",P40010910,REP,FL
"GOODALE, JAMES",P40010936,IND,FL
"BALL, KEVIN",H4ME02267,UN,ME
"KAY, DAVID",P40011702,W,IN
"BROWN, SAMUEL ALBERT",P40015448,IND,MT
"MILLUS, TIMOTHY R",P40014268,IND,WA
"DONAHUE, LINDSAY",H4MD05227,DEM,MD
"DICKSON, SIMONE",P40012973,OTH,MD
"PARKINSON, ANN",P40014144,DEM,CA
"GILDON II, DENNIS",P40014169,IND,TX
"ANDERSON, JASON",H4CA53117,REP,CA
"GEESAMAN, BRIAN EUGENE MR",P40011819,DEM,IN
"WALLACE, TJ",P40011694,REP,VA
"WALLACE, TJ",S4VA00304,REP,VA
"BINDA, JOSHUA",H4WA02173,DEM,WA
"TRAN, DEREK",H4CA45170,DEM,CA
"MCKOWN, DARRELL MACK",P60007580,REP,OK
"CHARYTON, CHRISTINE",P40013005,,OH
"RUNDBERG, JIM LENNART",P20002051,REP,CO
"BERDUGO, EDUARDO MR.",S4CA00795,W,CA
"FORD, TIFFANY SHAWN",H4IN01202,IND,IN
"LOYD, ERIC SCOTT",H4TX27071,IND,TX
"LOYD, ERIC SCOTT",H4TX30075,IND,TX
"JORGENSEN, MICHAEL EDWARD",P40011561,IND,MD
"FITZGERALD, MARK CHARLES JR.",P40011587,IND,PA
"OLSON, EVAN ANDREW",H4AZ05096,IND,AZ
"SAHEBIAN, ADAM MUSTAFA",H4VA08356,DEM,VA
"STEWART, SEBASTIAN",P40011603,REP,KY
"DUNN, VICTOR D.",S4TX00664,DEM,TX
"WALKER, CHASE",H4MA01075,REP,MA
"GINN, JUSTIN",H4SC06122,IND,SC
"JENNINGS, MISS TONYA MICHELLE MISS",P40010969,PPP,TN
"FONT, DR JOSE",P00010652,DEM,DC
"MORALES, JESUS ANDY",H4CA20132,DEM,CA
"MOORE, BRYAN SCOTT",H4MD02216,DEM,MD
"JACKSON, WILLIAM G MR. III",P40010944,IND,KY
"MEDLEY, STEFAN PAUL MR",H4TX10200,IND,TX
"GIVENS, RENZELL",P40016099,NOP,CA
"ALBERS, JOHN",P40020174,NNE,DC
"CAIN, DENNIS (NATE) NATHAN",H4WV02221,REP,WV
"MAROTTA, JOSEPH",H4CA26170,REP,CA
"PATEL, ABHIJIT MR.",H4IL08142,REP,IL
"CRAMER, NICHOLAS J",P40015455,NPA,FL
"KRAFTCHAK, DAVID EDMUND MR. JR",H4KY05041,REP,KY
"WAGNER, RAYMOND DUDE",P40011611,LIB,CA
"FARMS, WILLIAM",P40011629,IND,OH
"DE LUCA, GAETANO ROCCO PATRIZIO MR. CP",P40015471,W,NH
"HARDIN, JT",S4VA00296,DEM,VA
"NEWMAN, CODY CHEYENNE",H4AZ01251,DEM,AZ
"KING, CHARLES",H4GA07291,UNK,GA
"KUAEA, LOUISE LEALAI MRS.",H4AS01018,DEM,AS
"ACEVEDO DIAZ PARES MIRANDA, VANDERELMO",P40011710,STA,DC
"CID, ERICK MR.",P40011728,REP,ME
"LLANES, ANTHONY",P40011736,REP,SC
"ROEDERSHEIMER, KATIE O'NEAL",S4CA00415,IND,VA
"WASHINGTON, JOHN III",P40011579,DEM,TX
"HUCKABEE, SCOTT",H2TX18181,REP,TX
"KUNKLE, GREGORY SCOTT JR.",H2TX34220,REP,TX
"WOZNICZKA, DANIEL",H4IL05163,DEM,IL
"SPONHEIM, DAVID JON",P20003174,OTH,WA
"LINDSAY, DONALD",S4WV00423,REP,WV
"TRAHAN, CHANCE BRADFORD MR",P00010876,NON,CA
"FILLER, PETER STEVEN",H4TX02181,DEM,TX
"WALTON, JASON",S4UT00316,REP,UT
"COLE, THOMAS DR",H4CA24191,REP,CA
"CALVERT, KEN",H2CA37023,REP,CA
"PALMER, JASON MICHAEL MR.",P40016024,DEM,MD
"SOSSA-PAQUETTE, JEFF",H2MA02085,REP,MA
"WILKES, JOSHUA DAVID",P40010985,REP,FL
"DEMARCO, CHRISTIAN JOHN I SR",P40010993,BMP,NH
"LEISY, TRENT LANE",H4CO04181,REP,CO
"TEMPLETON, CATHERINE",H4SC01339,REP,SC
"WHITELEY, DENNIS RAY",H4SC06130,REP,SC
"HARRIS, GOLDA D",P40016297,DEM,NJ
"ENDRESS, DESTINI A MRS.",P40015554,NPA,PA
"JEWELL, EDWARD CARLTON, SR",P60007226,IND,IN
"KERRY, KINA SHAMIER",P40015562,DEM,DC
"SAJNA, CYRUS MR",H0TX14234,REP,TX
"CYR, TIMOTHY JOSEPH",P40013674,IND,TN
"INGRAM, DANIEL TRAVIS",P40015570,N/A,VA
"MILLER-MEEKS, MARIANNETTE JANE",H8IA02043,REP,IA
"EISEN, JOSHUA DR.",S4NY00362,REP,NY
"KARROLL, JASON",P40015596,LIB,FL
"FORBES, ROBERT FRANCIS MR",H4PA10096,DEM,PA
"LYNCH, MICHAEL",H4MI02138,DEM,MI
"BOWERS, RHETTA",H4TX32147,DEM,TX
"JOSEPH, NALINI",H2NC12278,REP,NC
"LOPEZ, MANNY",H4FL17052,DEM,FL
"AKHTAR, FAHAD",H4NJ06166,OTH,NJ
"CHOHARIS, PETER CHARLES",H4MD06373,DEM,MD
"SMITH, JASON T",H4MO08162,REP,MO
"BARRETT, THOMAS MORE",H2MI07123,REP,MI
"GIGLIO, DAVID ANTHONY",H4CA20173,REP,CA
"CHRISTIAN, JERRAD SHANE",H4OH12080,DEM,OH
"SCHWAB, KURT MR",H4TX33053,REP,TX
"PITTMAN, MICHAEL JR",P40012858,UN,MI
"CREWS, MARCELLUS",S4MD00392,DEM,MD
"WEBB, MAJOR MIKE",H6VA08229,IND,VA
"RANDALL, JOSHUA R",S4UT00233,REP,UT
"SIMPSON, MICHAEL",H4SC06155,LIB,SC
