candidate name,party,fec_id,cid
"Lyras, Lou",D,H8OH13154,N00043640
"Macauley, James",R,H2CA20151,N00051350
"Macbagito, Charlotte",D,H2GA05182,N00051273
"MacDonald, Alan",3,H2ME01164,N00051907
"Mace, Nancy",R,H0SC01394,N00035670
"MacGlaflin, Robert",R,H2TX33230,N00049850
"Macie, Mara",R,H2FL04203,N00051036
"Madden, Liam",R,H2VT01100,N00050970
"Madden, Thomas",R,H2IN01164,N00048706
"Madison, Jonathan",R,H2CA09147,N00050300
"Magaziner, Seth",D,H2RI02184,N00050458
"Magee, Quincy",I,S2PA00695,N00050247
"Maginnis, Brendan",D,S2NC00729,N00050757
"Magnotta, Michael",R,H2NC10140,N00051195
"Magsig, Nathan",R,H2CA22181,N00049446
"Magyer, Joseph",I,H4TN04221,N00051958
"Mahaffy, Eric",D,H2WA10071,N00051665
"Maher, Michael",R,H2CA22215,N00049449
"Mahmood, Asif",D,H2CA40092,N00050318
"Maidment, Andy",L,H2MO06269,N00051644
"Main, David",R,H2CA05111,N00050057
"Majewski, J R",R,H2OH09155,N00048555
"Majok, Chol",D,H2NY24168,N00050163
"Majors, Bruce",L,H2DC01060,N00051620
"Makki, Amanda",R,H0FL13133,N00044765
"Makrom, Matt",I,H2TN01122,N00051648
"Malgeri, Noah",R,H2NV03187,N00048734
"Malinowski, Tom",D,H8NJ07223,N00041843
"Malley, Patrick",D,H2OH07241,N00051097
"Malliotakis, Nicole",R,H0NY11078,N00044040
"Malloy, Gerald",R,S2VT00292,N00050768
"Maloney, Carolyn",D,H2NY14037,N00000078
"Maloney, Sean Patrick",D,H2NY22139,N00034277
"Mammadov, Ram",D,H2NC09175,N00048245
"Mandel, Josh",R,S2OH00170,N00033174
"Manes, Matthew",D,H2WI06075,N00051126
"Mann, Bethany",D,H2MO03167,N00050402
"Mann, Christopher",R,H2OR01273,N00050443
"Mann, Tracey",R,H0KS01123,N00030743
"Manning, Chris",L,H2NM01292,N00043188
"Manning, Kathy",D,H8NC13067,N00042159
"Manning, Zachariah",D,H2TX30129,N00048595
"Mannix, Brian",I,H2NY08179,N00049706
"Manns, Jeffrey",R,H2PA13144,N00050708
"Manolache, Gabi",R,H2MI03189,N00048522
"Mansharamani, Vikram",R,S2NH00272,N00051158
"Maple, Gavin",L,H2IN07203,N00050629
"Mapp, Chris",R,H8TX27080,N00035790
"Marc, Jonathan",D,H2FL05218,N00049072
"Marcinkewciz, Tony I",R,H2MI10135,N00050138
"Marcus, Jeremy",L,H6NJ04174,N00040381
"Margus, Robert",L,H2PA05066,N00047638
"Mariner, Jason",R,H2FL20290,N00049082
"Marino, Louis",R,H2MA02077,N00041664
"Markel, Homer Chip",D,H2IL12197,N00050833
"Markland, Montgomery",R,H2TX32091,N00048038
"Marks, Martin",R,H2FL21165,N00050090
"Marlinga, Carl",D,H2MI10176,N00003954
"Marrero, Edgardo",D,H2NY14136,N00049711
"Marshall, Derek",D,H2CA08214,N00047913
"Marsicano, Michael",R,H2PA08169,N00037294
"Marston, Regina",D,H0CA42233,N00044761
"Marter, James",R,H8IL16153,N00038562
"Martilli, Dean",R,H2MA01228,N00050852
"Martin, Adam",D,H2OK01176,N00049003
"Martin, Andy",R,S4NH00096,N00035510
"Martin, Bradley",R,H2IL09136,N00050359
"Martin, Brandon",R,H0AZ02190,N00042605
"Martin, Henry",D,H8MO06092,N00041830
"Martin, Jack",R,H6FL11217,N00038627
"Martin, Terry",R,H2IL13203,N00050834
"Martinez Alexander, Diana",D,H2TX38064,N00049871
"Martinez, Daniel Bocic",R,H2CA28162,N00049453
"Martinez, Diego",R,H2CA13123,N00050303
"Martinez, Elisa",R,H2NM01268,N00045943
"Martinez, Susan",D,H2CO03252,N00048171
"Martz, Melissa",R,H2FL18088,N00048187
"Marx, Krystal",D,H2WA09131,N00048792
"Maryott, Brian",R,H8CA49108,N00042392
"Mason, Jessica",D,H2TX30111,N00047880
"Mason, Mia",D,H0MD01232,N00042759
"Massie, Thomas",R,H2KY04121,N00034041
"Mast, Brian",R,H6FL18097,N00037269
"Masters, Blake",R,S2AZ00372,N00048945
"Masterson, Walter",I,S2NY00507,N00050242
"Masto, Catherine Cortez",D,S6NV00200,N00037161
"Mathews, Peter",D,H2CA42239,N00006825
"Mathis, Liz",D,H2IA01089,N00048984
"Mathys, Chris",R,H2CA21183,N00044035
"Matland, John",R,H2NY11157,N00049708
"Matsui, Doris",D,H6CA05195,N00027459
"Mattammal, Gus",R,H2CA14147,N00049054
"Matthews, Ameena",D,H0IL01210,N00046401
"Matthews, Cole",D,H2NY20109,N00048016
"Matthews, Dan",R,H2WA02177,N00034452
"Matthews, Jake",D,H2OR04194,N00051217
"Matthews, Krystle",D,S2SC00103,N00048449
"Mauro, Regina",R,H2PA06189,N00050175
"Max, Caleb",R,H2VA10224,N00049895
"Maxwell, Gregory",L,H2AR04166,N00051267
"Maxwell, Joel",R,H2NC12237,N00048536
"Maxwell, Mary",R,H6NH02154,N00028581
"May, Robert",R,H2MA06086,N00049582
"Mayberry, Young",R,H2AZ06304,N00050257
"Mayfield, Darius",R,H2NJ12127,N00048001
"Mayhugh, Jeffrey Michael",R,H2VA10281,N00050969
"Maynard, Christopher",D,H2WA03209,N00049903
"McAndrew, Ruth",R,H2NJ11251,N00051414
"McBath, Lucy",D,H8GA06393,N00042813
"McBride, Len",R,S2NC00687,N00050534
"McBride, Mark",R,H2SC07272,N00048577
"McCabe, Anne",I,H2AK00432,N00051332
"McCaffrey, Frank",R,H2TX15112,N00049176
"McCallian, Randi",D,H2MO08091,N00050876
"McCarthy, Andrew",R,H2NY00085,N00049699
"McCarthy, Kevin",R,H6CA22125,N00028152
"McCaughrean, John",R,H2KS03166,N00049564
"McCaul, Michael",R,H4TX10093,N00026460
"McCay, James",I,H2MS01122,N00047989
"McClain, Lisa",R,H0MI10287,N00045730
"McClanahan, Darrell Leon III",R,S2MO00817,N00051706
"McClellan, Haroun",3,H2MN01363,N00051285
"McClintock, Tom",R,H8CA04152,N00006863
"McCloskey, Mark",R,S2MO00585,N00048639
"McCollum, Betty",D,H0MN04049,N00012942
"McColumn, Jonathan",R,S2GA00282,N00050525
"McConnell, Mindy",L,H2LA02198,N00047963
"McCorkle, Ike",D,H0CO04197,N00043992
"McCormack, Holly",D,H2GA14051,N00048206
"McCormick, Dave",R,S2PA00661,N00050244
"McCormick, Kevin",L,H2NJ11236,N00051087
"McCormick, Ray",D,H2IN08169,N00050123
"McCormick, Richard",R,H0GA07273,N00044520
"McCoy, Lisa",R,H2GA07162,N00050600
"McCray, Valerie",D,S2IN00166,N00044274
"McCrory, Pat",R,S2NC00489,N00048426
"McCune, David E",I,S2WA00452,N00051018
"McDaniel, Joe",R,H2TX01120,N00049776
"McDermott, Bob",R,S2HI00155,N00050234
"McDermott, Tom",D,S2IN00208,N00045711
"McDonald, Darlene",D,H8UT04046,N00041412
"McDonald, Reece Wright",D,S2PA00687,N00048141
"McDonald, Timothy",D,H2TN08176,N00051112
"McDowell, Alyssa Dara",R,H2KY04238,N00038996
"McDowell, Jan",D,H6TX24149,N00038290
"McEachin, Donald",D,H6VA04061,N00039327
"McElroy, Eric",R,S2MO00825,N00051707
"McFadden, Melissa",R,H2SC02174,N00048762
"McFarland, Jay",3,H2UT02472,N00045171
"McFarland, Larry",3,H2OR06140,N00051803
"McGarvey, Morgan",D,H2KY03206,N00049295
"McGhee, Robert",D,H2MD04398,N00051586
"McGinn, Randi",D,H2NM01169,N00047873
"McGonigal, Malgorzata",R,H2IL05217,N00050109
"McGonigal, Ryan",I,H2CO02171,N00049063
"McGovern, James P",D,H4MA03022,N00000179
"McGovern, Kevin",R,H2FL07206,N00049504
"McGowan, Jackie",D,H2IL17162,N00049560
"McGrath, Deb",D,H2WI03148,N00049909
"McGreevey, Jon",R,S2MD00545,N00048409
"McGriff, Nykea Pippion",D,H2IL01380,N00050356
"Mcguigan, John",D,S2PA00307,N00046728
"McGuire, John",R,H2VA07196,N00045930
"McGuire, Mick",R,S2AZ00349,N00048813
"McHenry, Patrick",R,H4NC10047,N00026627
"McIntosh, Angela",D,H2MI13345,N00050642
"McKaughan, Dan",R,H2TX08224,N00049007
"McKenzie, Elizabeth",I,H2OH15111,N00048024
"McKibben, Allen",R,H2MT01128,N00050405
"McKim, Ken",R,H2NC14068,N00049671
"McKinley, David",R,H0WV01072,N00031681
"Mckinney, Javita",R,H2FL18120,N00051377
"McKnight, Quincy",R,H2TN05297,N00048034
"McLaughlin, Christy",R,H2FL21173,N00046761
"McLean, Ty Jr",I,S2AZ00471,N00052062
"Mclendon, Guy",L,H6LA03189,N00040248
"McLeod, Donna",D,H2GA07147,N00049533
"McLeod-Skinner, Jamie",D,H8OR02161,N00041421
"McMahon, Shane",R,H2CT02187,N00050331
"McMain, Marc",R,H2GA10158,N00048511
"McMorris, Bradley",I,S2LA00226,N00052083
"McMorris, Brannon",I,S4LA00123,N00035779
"McMullin, Evan",I,S2UT00369,N00040318
"McNeal, Wayne",D,H2MD03234,N00050636
"McNeely, Linda",D,H2IL17188,N00050364
"McNerney, Jerry",D,H4CA11081,N00026926
"McNulty, Ellen",R,H2MD02350,N00050854
"McNutt, Cody",L,H2DE00163,N00051826
"McPhail, Sharon",D,H2MI13329,N00050640
"McPhillips, William",R,H2FL01266,N00049500
"McQueen, Dan",R,H0TX20124,N00045164
"Meade, Matthew",D,H2OH03174,N00048270
"Meadows, Samantha",D,H2OH02127,N00049719
"Medeiros, Adam",R,H2CA21225,N00049056
"Medina, Ian",D,H2NY10118,N00048014
"Meeks, Gregory",D,H8NY06048,N00001171
"Mehta, Rik",R,H2NJ07192,N00045592
"Mehta, Urvishkumar",I,S2CA01045,N00048391
"Meijer, Peter",R,H0MI03308,N00044884
"Meiring, Eric",I,S2OH00337,N00048120
"Melander, Mikel",R,H2AK00309,N00051319
"Mele, Gregg",R,H2NJ06210,N00043935
"Melendez, Melissa",R,H2CA41140,N00050574
"Melgoza, Victor",D,H2TX27307,N00049831
"Meloy, Sean",D,H2PA17137,N00049756
"Melton, Horace",R,H2LA05209,N00047979
"Melton, Ryan",D,H2IA04141,N00050099
"Mendenhall, Denarvis C",D,H2IL07130,N00050614
"Mendenhall, Sharelle",R,S2NV00290,N00048828
"Mendoza, Sandra",D,H2CA37338,N00040648
"Mendoza, Vinny",D,S2LA00184,N00027326
"Menendez, Rob",D,H2NJ08232,N00049686
"Meng, Grace",D,H2NY06116,N00034547
"Mercer, Jay",R,H6NH02220,N00040036
"Merk, Greg",R,H0FL01146,N00046514
"Merlen, Brian",D,H0CT04211,N00046168
"Mermel, Myers",R,S2VT00300,N00051258
"Merrill, Al",R,S2AK00234,N00051604
"Merrill, John",D,S2KY00160,N00051247
"Messman, Robert",I,S2CO00340,N00052069
"Mettler, Sherry",I,H2AK01208,N00050785
"Metzendorf, Adam",D,H2AZ06270,N00049274
"Meurer, William",3,H2CA30333,N00051030
"Meuser, Dan",R,H8PA10147,N00029416
"Meuser, Mark",R,S2CA01060,N00049025
"Meyer, Doug",R,H2TN04282,N00044725
"Meyers, Louis",D,H2VT01118,N00051121
"Meza, Filemon",D,H2TX34204,N00049853
"Mfume, Kweisi",D,H6MD07020,N00001799
"Michon, Brandon",R,H2VA10257,N00050204
"Mici, Aleksander",R,S2NY00440,N00050013
"Midgette, Yushonda",D,H2NC03111,N00049640
"Miguel, Luis",R,S2FL00490,N00048101
"Mikhail, Fadde",R,H2CA26166,N00050066
"Mikkelson, Audun",R,H2WI07081,N00048326
"Miller, Candice",R,H2MI08204,N00051061
"Miller, Carol",R,H8WV03097,N00041542
"Miller, Cassandra Tanner",R,H2IL11157,N00050110
"Miller, Ervan",R,S2FL00599,N00045687
"Miller, Karl W",R,H2FL26099,N00050817
"Miller, Marilyn",R,H2NY05134,N00050682
"Miller, Mary",R,H0IL15129,N00045703
"Miller, Max",R,H2OH16051,N00048277
"Miller, Sarah",R,H2TX37033,N00048929
"Miller, Stephen",D,H2NC07104,N00047994
"Miller, Tristan",I,H2TX25327,N00051438
"Miller-Meeks, Mariannette",R,H8IA02043,N00029495
"Milligan, Mike",D,H2AK01034,N00008010
"Millis, Tonya",L,H2IN09225,N00045998
"Mills, Aisha",D,H2NY18111,N00051513
"Mills, Cory",R,H2FL07156,N00048179
"Mills, John",R,H6FL01143,N00036491
"Mills, Ronald",I,H2TX34139,N00048784
"Millwee, Robert",D,H2FL25091,N00051500
"Milo, Blair",R,H2IN01198,N00050118
"Mimiaga, Brandon",R,H2CO05208,N00049481
"Minnella, John Lordsal",R,H2CA39177,N00050572
"Minnicozzi, Jason",D,H2NC07146,N00048886
"Miranda, Andy",R,H2CA29095,N00051353
"Miranda-Padilla, Ben",D,H2FL16090,N00047940
"Mireles, Eric",R,H2TX27315,N00050192
"Miscovich, Jim",R,H2PA13136,N00050455
"Misigoy, Dennis",L,S2FL00615,N00046651
"Mitchell Riley, Laura",R,H2MO01245,N00051638
"Mitchell, Christopher",3,H2CO05182,N00049066
"Mitchell, Jonathan",R,H2TX08125,N00048307
"Mitchell, Marissa",R,H2AZ02303,N00047906
"Mitchell, Nick",D,H2UT02464,N00048451
"Mixon, Luke",D,S2LA00135,N00049395
"Mizeur, Heather",D,H2MD01220,N00047984
"Mizher, Adrian",I,H8TX06332,N00042512
"Mlton, Jaime",R,H2IL14136,N00051388
"Mockus, Damien",R,H2TX07051,N00048304
"Moghul, Fasil",D,H8MN04083,N00041672
"Molesevich, Michael",D,H2PA15131,N00040143
"Molinaro, Marc",R,H2NY19127,N00049147
"Monahan, Steven",R,H2CO06214,N00050328
"Monday, Christopher",I,H8TN06078,N00041188
"Monestime, Jean M.",D,H2CA43419,N00051362
"Monhollen, Brandon",R,H2KY05169,N00049571
"Montague, Willie",R,H0FL10113,N00046759
"Montalvo, Angel",D,H2FL27055,N00048866
"Monteforte, Michael",R,H2VA07246,N00049891
"Montgomery, Chuck",R,H2TX08323,N00050715
"Montiel, Carmen",R,H2TX18207,N00042287
"Montoya, Sam",R,H2TX35227,N00050478
"Moolenaar, John",R,H4MI04126,N00036275
"Moon, Cliff",R,H2WA07127,N00051441
"Moon, Mike",R,H0MO07147,N00031236
"Moon, Rich",R,H2NY23145,N00049326
"Mooney, Alex",R,H4WV02080,N00033814
"Moore, Barry",R,H8AL02171,N00041295
"Moore, Blake",R,H0UT01205,N00046598
"Moore, Edward Francis Jr",R,H2NY01182,N00050158
"Moore, Greg",R,S2CO00274,N00049984
"Moore, Gwen",D,H4WI04183,N00026914
"Moore, John",R,H2AZ01347,N00045601
"Moore, Rodney",R,H2GA03153,N00049090
"Moore, Scotty",R,H2FL09228,N00049073
"Moores, Mark",R,H2NM01276,N00048259
"Mopper, Julius",D,H2CO07188,N00050076
"Moquin, Cameron",D,H2RI02192,N00050459
"Morales, Adianis",R,H2FL09277,N00050589
"Moran, Jerry",R,S0KS00091,N00005282
"Moran, Nathaniel",R,H2TX01112,N00049775
"Moreira, Elizabeth",D,H2CA38245,N00047924
"Morel, Jessica",R,H2NC13268,N00050669
"Morelle, Joseph D",D,H8NY25105,N00043207
"Moreno, Bernie",R,S2OH00386,N00048437
"Moreno, Laura",R,S2OK00301,N00051545
"Moreno, Tony",R,H2CA39193,N00051173
"Morgan, Adam",R,H2AZ04218,N00050053
"Morgan, Carter",R,H2FL10176,N00048497
"Morgan, Jan",R,S2AR00081,N00048385
"Morgan, Kenny",R,H2TN03227,N00048764
"Morgan, Yuripzy",R,H2MD02343,N00038430
"Morgenstern, Michael",R,H2OH06110,N00049721
"Morgenthau, Sarah",D,H2RI02242,N00050464
"Morris, Robert Bruce",3,H2NV03237,N00050904
"Morris, Sonia A.",R,H2SC06167,N00051436
"Morris, Spence",D,H2IL17154,N00049559
"Morris, Spencer",R,H2SC07306,N00049768
"Morrissey, Joseph",D,H2VA04151,N00052118
"Morse, Chuck",R,S2NH00249,N00050240
"Mosely, Brandon",D,H2CA42189,N00048481
"Moser, Cody",R,H2AZ06262,N00049043
"Moses, Patrick",D,H2TX06301,N00048300
"Moskowitz, Jared",D,H2FL22171,N00050596
"Mosley, Mark",L,H2GA08079,N00049535
"Moss, Charles",R,S2NC00612,N00050004
"Moulton, Seth",D,H4MA06090,N00035431
"Mousourakis, Shawn",I,S2OH00303,N00048117
"Mowers, Matt",R,H0NH01282,N00046253
"Mowinski, Bernie",R,S6MO00420,N00039934
"Mowry, Mark",R,S2SD00092,N00048836
"Moy, Dan.",R,H2VA05125,N00050200
"Moylan, James C",R,H2GU01031,N00050604
"Mpiana, Mfumu",I,S2WA00361,N00048452
"Mrvan, Frank Jr",D,H0IN01150,N00045905
"Mua, Toni",D,H2MI13287,N00050393
"Mueller, Dustin",R,H2WI03171,N00050973
"Mugulusi, Moses",D,H2NY18129,N00048431
"Muhlbauer, Dave",D,S2IA00149,N00048633
"Mulder, Eric",L,H2CO06180,N00048489
"Mulholland, Richard",R,S2PA00356,N00048127
"Mulholland, Zach",D,H2OR04129,N00049737
"Mullenix, Douglas",R,H2WI06067,N00048606
"Mullin, Kevin",D,H2CA14162,N00049438
"Mullin, Markwayne",R,S2OK00186,N00033410
"Mulugheta, Abel",D,H2TX30145,N00049837
"Mund, Cara",I,H2ND01022,N00051740
"Muneer, Khalid",D,H2FL10341,N00051372
"Munns, Shante",D,H2FL11174,N00051269
"Munroe, Michelle",D,H2GA01272,N00049526
"Munson, Jeremy",R,H2MN01165,N00050397
"Munter, John",D,H2MN08160,N00051637
"Murkowski, Lisa",R,S4AK00099,N00026050
"Murphy, Adam Christopher",D,S2WI00409,N00048846
"Murphy, Brad",R,H2NC02295,N00049637
"Murphy, Greg",R,H0NC03172,N00044027
"Murphy, Lee",R,H8DE01044,N00043502
"Murphy, Marcus",I,H8CO05171,N00042614
"Murphy, Robert",L,S6OK04098,N00005531
"Murphy, Susan",R,H2CA30317,N00049454
"Murray, Army",R,H2OR01281,N00047017
"Murray, Mark",R,H2TX20088,N00048780
"Murray, Mikki",R,H2MN04151,N00048718
"Murray, Patty",D,S2WA00189,N00007876
"Murray, Theodore",I,H0FL17175,N00045680
"Murray, William",D,H2PA17095,N00049159
"Murray, William Wise IV",3,S2SC00160,N00051014
"Murtari, John",R,H2NY24135,N00049149
"Muscato, Michael",D,H0AZ08072,N00044485
"Musick, Zachary",R,S2OH00311,N00048118
"Musselwhite, Greg",R,H0FL20120,N00044315
"Myers, J.R.",L,H2AK01091,N00038901
"Myles, Jim",R,H2VA11255,N00050488
"Nadell, Brian",R,H0NV03207,N00047153
"Nadler, Jerrold",D,H2NY17071,N00000939
"Naik, Harsh",I,H2NJ07275,N00043069
"Nalbandian, Johnny",R,H0CA27127,N00041480
"Namath, Albert",D,H2WI01126,N00049908
"Namdarkhan, Bardia",R,H2TX32083,N00048046
"Namkung, Terry",R,H2VA03070,N00049880
"Napier, Mark",I,H2FL22163,N00050344
"Napolitano, Grace",D,H8CA34068,N00006789
"Nascimbene, Luca",I,S2NY00465,N00050015
"Nascimento, Christian",R,H2PA04226,N00049158
"Nashagh, Sam",R,H2FL14301,N00051497
"Nation, Gary",3,H2CO02213,N00051887
"Navarre, Stewart",D,H2VA01082,N00048313
"Navarro, Jesus",R,H2FL24078,N00051499
"Navarro, Omar",R,H6CA44145,N00037584
"Navitsky, Ken",R,H2MN01298,N00050869
"Nazanin, Rhoda",D,H2CA25184,N00048164
"Neal, Joshua",R,H2NM01359,N00050153
"Neal, Richard E",D,H8MA02041,N00000153
"Neary, Michael Jr.",D,H2RI02200,N00050460
"Needham, Joel",R,H2MI08188,N00049597
"Neguse, Joseph",D,H8CO02160,N00041080
"Nehls, Troy",R,H0TX22302,N00046067
"Nehme, Hassan H",R,H2MI13196,N00049601
"Neighbors, Rick",D,H2AL04089,N00033970
"Nelson, Jason",R,H2TX17092,N00049809
"Nelson, Telena C",D,H2GU01049,N00051045
"Nelson, Tom",D,S0WI00247,N00039605
"Nestor, James",R,S2GA00191,N00048823
"Neubert, Keith",R,S2WI00367,N00048456
"Neumann, Cora",D,H2MT02100,N00045591
"Nevarez, Wendy",R,H2NC11163,N00048249
"Nevenic, Anna",I,H2CA06184,N00007066
"Newhouse, Dan",R,H4WA04104,N00036403
"Newman, Marie",D,H8IL03102,N00040891
"Newman, Seth",R,H2CA04130,N00050056
"Newton, Rett",D,S2NC00471,N00048425
"Ng, Willie Vasquez",R,H2TX28123,N00049833
"Nguyen, Mike",R,H2CA46172,N00051363
"Nguyen, Tuan",I,S2FL00656,N00048820
"Nichols, Austin Ryan",I,H2VA01090,N00048930
"Nichols, Beatrice",R,H2AL07173,N00047673
"Nichols, Ted",D,S2ID00152,N00050527
"Nickel, Wiley",D,H2NC14019,N00049133
"Nicoloff, Josh",D,H2MO03142,N00047988
"Niederberger, Daniel",R,S2IN00182,N00044776
"Niou, Yuh-Line",3,H2NY10241,N00051207
"Nisly, Curt",R,H2IN02287,N00051624
"Nix, Dee",D,H2IL01240,N00049293
"Noble, Ron",R,H2OR06058,N00049331
"Noel, Jeffrey",D,H2MI03205,N00050384
"Nofire, Wes",R,H2OK02299,N00050925
"Nolan, Christina",R,S2VT00268,N00050043
"Nolan, Gerry",I,H0FL06145,N00046971
"Nolfi, Barbara",3,H2VT00151,N00051656
"Nolin, Pat",R,S2AK00259,N00051689
"Norcross, Don",D,H4NJ01084,N00036154
"Norington-Reaves, Karin",D,H2IL01364,N00050354
"Norman, Ralph",R,H8SC05158,N00027783
"Norman, Wendy",D,H2ID02216,N00050607
"Normoyle, Angie",D,H2IL17113,N00049555
"Norris, Ryan",D,H2SC07157,N00047675
"Norton, Eleanor Holmes",D,H0DC00058,N00001692
"Norton, Elijah",R,H2AZ06247,N00048957
"Norton, Kyle",D,S2PA00349,N00048126
"Norton, Tom",R,H0MI03266,N00044535
"Notti, Emil",D,H2AK00242,N00051313
"Nowak, Kim",D,H2IL10118,N00047950
"Nuerge, Ned",R,H2CA12257,N00050791
"Nunn, Zach",R,H2IA03119,N00048870
"Nuno, Linda",D,H2TX21193,N00049815
"O'Brien, Colin",D,H8CA31122,N00006734
"O'Connell, Bruce",R,H2NC11221,N00048730
"O'Connor, Danny",D,H2OH12118,N00042586
"O'Dea, Joe",R,S2CO00241,N00049385
"O'Donnell, Sherry",R,H2MI06141,N00049301
"O'Dowd, Dan",D,S2CA01284,N00050748
"O'Grady, Casey Sims",R,S2SC00129,N00050030
"O'Halleran, Tom",D,H6AZ01199,N00037515
"O'Hara, Joe",D,H2GA02148,N00049288
"O'Leary, Ryan",I,H2IA04125,N00049541
"O'Neil, Josiah",R,H2CA49275,N00050072
"Oakley, Imani Raine",D,H2NJ10204,N00048732
"Oatman, Madison",R,H2OR05225,N00050448
"Obernolte, Jay",R,H0CA08135,N00045377
"Obert, Kelsten",R,H2CA05129,N00050298
"Obler, Gil",3,H2NY12247,N00051511
"Ocampo Grajales, David",D,H2NJ08240,N00049687
"Ocasio-Cortez, Alexandria",D,H8NY15148,N00041162
"Oddo, Joe",3,H2SC02190,N00051805
"Odulate, Andalib",D,H2MD08191,N00049589
"Oduwole, Femi",D,H2GA10299,N00051275
"Ogilvie, Lee Aleck",R,H2FL07222,N00050083
"Ogles, Andy",R,H2TN05446,N00050943
"Ohtaki, Peter",R,H2CA18155,N00049442
"Okpa, Ejike",R,H2TX32158,N00049848
"Olikara, Steven",D,S2WI00383,N00048653
"Olivas, Laura",I,H2NM01243,N00048256
"Oliver, Brittany",D,H2MD02319,N00048876
"Oliver, Chase",L,S2GA00274,N00047389
"Olivera, Pablo",I,H2NJ08224,N00035096
"Olivo, Christine",D,H2FL24037,N00043860
"Olmack, Jeramy",I,H2VA11222,N00049898
"Olsen, Erik",R,H2WI02181,N00050972
"Olson, Jeffrey E",R,H0FL22142,N00045984
"Olson, Justin",R,S2AZ00380,N00049379
"Olson, Nancy",R,H0HI01280,N00047362
"Olson, Reed",D,H2MN07139,N00048879
"Olson, Rick",R,H0MN02118,N00045250
"Olson, Robert",R,S2MO00833,N00051708
"Olson, W Thomas La Fontaine",I,S2LA00242,N00052085
"Olson, William",R,H0FL09081,N00044505
"Olszewski, Al",R,H2MT02084,N00048725
"Omar, Ilhan",D,H8MN05239,N00043581
"Omere, Iro",D,H2TX04124,N00046264
"Omphroy, Anika",D,H2FL20340,N00051378
"Onias, Marlon",D,H2FL20167,N00048190
"Ontiveros, Desiree",D,H2LA02164,N00047960
"Oppegaard-Peltier, Ernest",D,H2MN07105,N00048235
"Ornelas, Robert",3,H2AK00358,N00051324
"Ortagus, Morgan",R,H2TN05362,N00050468
"Ortega, Michael",D,H2CA46149,N00049060
"Ortiz, Adam",I,H2VT00177,N00051933
"Ortiz, Sergio",R,H0FL09073,N00044312
"Orts, Eric",D,S2PA00547,N00048834
"Osborne, Anthony",D,H2MO04181,N00049615
"Osborne, Ethan Keith",3,H2KY04246,N00050631
"Osorio, Bryan",D,H2CA21191,N00048476
"Ostman, John",R,H2IL06108,N00049294
"Otman, Alejandro",I,H2SC01135,N00049766
"Overton, Matthew August",R,H2WA03167,N00048603
"Owens, Burgess",R,H0UT04076,N00045812
"Oz, Mehmet",R,S2PA00638,N00050027
"Pace, Jennifer",R,H2IN07211,N00051055
"Pacetti, Andrew",I,H2GA03195,N00050345
"Pacheco, Edwin",D,H2RI02150,N00050179
"Padilla, Alex",D,S2CA00955,N00047888
"Pagan, Juan",R,H2NY07064,N00050683
"Paglino, Justin",3,H0CT03163,N00047105
"Painter, Richard",D,H2MN01231,N00043075
"Painter, Teresa Royal",R,H2NC07120,N00048244
"Pajunas, Clayton",L,H2NJ07283,N00051081
"Paladino, Carl",R,H2NY23202,N00051429
"Palagi, Asa",R,H2TX06210,N00048039
"Palazzo, Rhonda",R,H2KY03222,N00042632
"Palazzo, Steven",R,H0MS04120,N00031958
"Paletta, Jason",R,H2CA03116,N00048959
"Palimeno, Joseph",D,H2GA01256,N00048690
"Palin, Sarah",R,H2AK00226,N00030584
"Pallone, Frank Jr",D,H8NJ03073,N00000781
"Pallotta, Frank",R,H0NJ05174,N00044553
"Palmer, David",D,H2IL13146,N00048514
"Palmer, Donnie",R,H2MA07100,N00049297
"Palmer, Gary",R,H4AL06098,N00035691
"Palmer, Robert",D,H2IL01430,N00051051
"Palmer, Samuel",R,S2OR00150,N00049255
"Palombi, Chris",R,H0MD05225,N00046001
"Palus, Louis",3,H2MI03239,N00051795
"Panetta, Jimmy",D,H6CA20152,N00038601
"Pannell, Richard H",R,H2LA05217,N00047980
"Pansing Brooks, Patty",D,H2NE01092,N00049672
"Papastrat, George",R,H2NC03137,N00050663
"Pappas, Chris",D,H8NH01210,N00042161
"Pappas, Nicholas",R,H8IN01187,N00042828
"Paredes, Juan",D,H2FL28046,N00051732
"Parham, Nicholas",I,S2LA00127,N00048105
"Park, Charles",I,H2NJ01138,N00050146
"Parker, Andy",D,H2VA05133,N00050201
"Parker, John",3,S6CA00949,N00039918
"Parker, Kevin",D,H2FL09186,N00048495
"Parker, William",D,H2PA12088,N00051221
"Parks, Stewart",R,H2TN05461,N00050945
"Parnell, Sean",R,S2PA00505,N00045778
"Parra, Madeline",D,H2NC10116,N00048246
"Parra, Nicole",D,H2CA21175,N00047859
"Parrish, Kyle",D,H2NC07203,N00049660
"Parrott, Neil",R,H0MD06231,N00043821
"Parson, Rebecca",D,H0WA06099,N00046319
"Parsons, Cameron",D,H2TN01106,N00049770
"Parsons, Wyatt",I,H2MO04249,N00051909
"Pascrell, Bill Jr",D,H6NJ08118,N00000751
"Pastore, Daniel",D,H2PA16097,N00049753
"Pastrana, Allek",D,H2FL07230,N00048632
"Pat, Judi Won",D,H2GU01056,N00051046
"Pataki, Ferenc",I,H2CA15151,N00051348
"Patel, Darshan",D,H2NM02217,N00050416
"Patel, Eshan",I,H2NC01214,N00046607
